bin_id,timestamp,waste_level_kg,capacity_kg,fill_percentage,day_of_week,hour,is_weekend,is_market_area
BIN004,2024-02-29 12:00:00,78.79,100,78.8,3,12,0,0
BIN004,2024-02-29 18:00:00,14.56,100,14.6,3,18,0,0
BIN004,2024-03-01 00:00:00,19.88,100,19.9,4,0,0,0
BIN004,2024-03-01 06:00:00,23.88,100,23.9,4,6,0,0
BIN004,2024-03-01 12:00:00,25.2,100,25.2,4,12,0,0
BIN004,2024-03-01 18:00:00,29.71,100,29.7,4,18,0,0
BIN004,2024-03-02 00:00:00,35.3,100,35.3,5,0,1,0
BIN004,2024-03-02 06:00:00,39.45,100,39.5,5,6,1,0
BIN004,2024-03-02 12:00:00,45.83,100,45.8,5,12,1,0
BIN004,2024-03-02 18:00:00,52.55,100,52.5,5,18,1,0
BIN004,2024-03-03 00:00:00,58.51,100,58.5,6,0,1,0
BIN004,2024-03-03 06:00:00,67.28,100,67.3,6,6,1,0
BIN004,2024-03-03 12:00:00,77.42,100,77.4,6,12,1,0
BIN004,2024-03-03 18:00:00,86.32,100,86.3,6,18,1,0
BIN004,2024-03-04 00:00:00,15.37,100,15.4,0,0,0,0
BIN004,2024-03-04 06:00:00,19.22,100,19.2,0,6,0,0
BIN004,2024-03-04 12:00:00,23.64,100,23.6,0,12,0,0
BIN004,2024-03-04 18:00:00,29.81,100,29.8,0,18,0,0
BIN004,2024-03-05 00:00:00,32.5,100,32.5,1,0,0,0
BIN004,2024-03-05 06:00:00,38.97,100,39.0,1,6,0,0
BIN004,2024-03-05 12:00:00,48.02,100,48.0,1,12,0,0
BIN004,2024-03-05 18:00:00,51.9,100,51.9,1,18,0,0
BIN004,2024-03-06 00:00:00,56.71,100,56.7,2,0,0,0
BIN004,2024-03-06 06:00:00,57.65,100,57.6,2,6,0,0
BIN004,2024-03-06 12:00:00,65.26,100,65.3,2,12,0,0
BIN004,2024-03-06 18:00:00,67.43,100,67.4,2,18,0,0
BIN004,2024-03-07 00:00:00,71.74,100,71.7,3,0,0,0
BIN004,2024-03-07 06:00:00,71.88,100,71.9,3,6,0,0
BIN004,2024-03-07 12:00:00,78.0,100,78.0,3,12,0,0
BIN004,2024-03-07 18:00:00,83.79,100,83.8,3,18,0,0
BIN004,2024-03-08 00:00:00,15.95,100,16.0,4,0,0,0
BIN004,2024-03-08 06:00:00,23.48,100,23.5,4,6,0,0
BIN004,2024-03-08 12:00:00,25.15,100,25.2,4,12,0,0
BIN004,2024-03-08 18:00:00,27.89,100,27.9,4,18,0,0
BIN004,2024-03-09 00:00:00,33.06,100,33.1,5,0,1,0
BIN004,2024-03-09 06:00:00,39.22,100,39.2,5,6,1,0
BIN004,2024-03-09 12:00:00,46.84,100,46.8,5,12,1,0
BIN004,2024-03-09 18:00:00,51.47,100,51.5,5,18,1,0
BIN004,2024-03-10 00:00:00,60.71,100,60.7,6,0,1,0
BIN004,2024-03-10 06:00:00,62.61,100,62.6,6,6,1,0
BIN004,2024-03-10 12:00:00,67.68,100,67.7,6,12,1,0
BIN004,2024-03-10 18:00:00,72.82,100,72.8,6,18,1,0
BIN004,2024-03-11 00:00:00,77.47,100,77.5,0,0,0,0
BIN004,2024-03-11 06:00:00,81.57,100,81.6,0,6,0,0
BIN004,2024-03-11 12:00:00,19.72,100,19.7,0,12,0,0
BIN004,2024-03-11 18:00:00,19.73,100,19.7,0,18,0,0
BIN004,2024-03-12 00:00:00,26.34,100,26.3,1,0,0,0
BIN004,2024-03-12 06:00:00,32.34,100,32.3,1,6,0,0
BIN004,2024-03-12 12:00:00,38.09,100,38.1,1,12,0,0
BIN004,2024-03-12 18:00:00,46.39,100,46.4,1,18,0,0
BIN004,2024-03-13 00:00:00,45.17,100,45.2,2,0,0,0
BIN004,2024-03-13 06:00:00,52.23,100,52.2,2,6,0,0
BIN004,2024-03-13 12:00:00,55.68,100,55.7,2,12,0,0
BIN004,2024-03-13 18:00:00,61.3,100,61.3,2,18,0,0
BIN004,2024-03-14 00:00:00,60.6,100,60.6,3,0,0,0
BIN004,2024-03-14 06:00:00,65.07,100,65.1,3,6,0,0
BIN004,2024-03-14 12:00:00,67.99,100,68.0,3,12,0,0
BIN004,2024-03-14 18:00:00,70.85,100,70.9,3,18,0,0
BIN004,2024-03-15 00:00:00,75.91,100,75.9,4,0,0,0
BIN004,2024-03-15 06:00:00,78.17,100,78.2,4,6,0,0
BIN004,2024-03-15 12:00:00,83.26,100,83.3,4,12,0,0
BIN004,2024-03-15 18:00:00,15.63,100,15.6,4,18,0,0
BIN004,2024-03-16 00:00:00,22.6,100,22.6,5,0,1,0
BIN004,2024-03-16 06:00:00,26.63,100,26.6,5,6,1,0
BIN004,2024-03-16 12:00:00,26.98,100,27.0,5,12,1,0
BIN004,2024-03-16 18:00:00,39.49,100,39.5,5,18,1,0
BIN004,2024-03-17 00:00:00,43.85,100,43.9,6,0,1,0
BIN004,2024-03-17 06:00:00,51.25,100,51.2,6,6,1,0
BIN004,2024-03-17 12:00:00,54.27,100,54.3,6,12,1,0
BIN004,2024-03-17 18:00:00,62.44,100,62.4,6,18,1,0
BIN004,2024-03-18 00:00:00,67.17,100,67.2,0,0,0,0
BIN004,2024-03-18 06:00:00,68.34,100,68.3,0,6,0,0
BIN004,2024-03-18 12:00:00,73.89,100,73.9,0,12,0,0
BIN004,2024-03-18 18:00:00,80.47,100,80.5,0,18,0,0
BIN004,2024-03-19 00:00:00,12.63,100,12.6,1,0,0,0
BIN004,2024-03-19 06:00:00,15.78,100,15.8,1,6,0,0
BIN004,2024-03-19 12:00:00,20.43,100,20.4,1,12,0,0
BIN004,2024-03-19 18:00:00,25.1,100,25.1,1,18,0,0
BIN004,2024-03-20 00:00:00,27.15,100,27.1,2,0,0,0
BIN004,2024-03-20 06:00:00,35.16,100,35.2,2,6,0,0
BIN004,2024-03-20 12:00:00,41.27,100,41.3,2,12,0,0
BIN004,2024-03-20 18:00:00,46.96,100,47.0,2,18,0,0
BIN004,2024-03-21 00:00:00,50.99,100,51.0,3,0,0,0
BIN004,2024-03-21 06:00:00,55.44,100,55.4,3,6,0,0
BIN004,2024-03-21 12:00:00,63.92,100,63.9,3,12,0,0
BIN004,2024-03-21 18:00:00,70.75,100,70.7,3,18,0,0
BIN004,2024-03-22 00:00:00,75.5,100,75.5,4,0,0,0
BIN004,2024-03-22 06:00:00,76.66,100,76.7,4,6,0,0
BIN004,2024-03-22 12:00:00,81.96,100,82.0,4,12,0,0
BIN004,2024-03-22 18:00:00,22.07,100,22.1,4,18,0,0
BIN004,2024-03-23 00:00:00,23.37,100,23.4,5,0,1,0
BIN004,2024-03-23 06:00:00,27.08,100,27.1,5,6,1,0
BIN004,2024-03-23 12:00:00,32.1,100,32.1,5,12,1,0
BIN004,2024-03-23 18:00:00,37.32,100,37.3,5,18,1,0
BIN004,2024-03-24 00:00:00,47.62,100,47.6,6,0,1,0
BIN004,2024-03-24 06:00:00,50.06,100,50.1,6,6,1,0
BIN004,2024-03-24 12:00:00,56.34,100,56.3,6,12,1,0
BIN004,2024-03-24 18:00:00,62.99,100,63.0,6,18,1,0
BIN004,2024-03-25 00:00:00,64.94,100,64.9,0,0,0,0
BIN004,2024-03-25 06:00:00,71.56,100,71.6,0,6,0,0
BIN004,2024-03-25 12:00:00,76.51,100,76.5,0,12,0,0
BIN004,2024-03-25 18:00:00,81.58,100,81.6,0,18,0,0
BIN004,2024-03-26 00:00:00,86.25,100,86.3,1,0,0,0
BIN004,2024-03-26 06:00:00,10.53,100,10.5,1,6,0,0
BIN004,2024-03-26 12:00:00,17.8,100,17.8,1,12,0,0
BIN004,2024-03-26 18:00:00,23.63,100,23.6,1,18,0,0
BIN004,2024-03-27 00:00:00,28.87,100,28.9,2,0,0,0
BIN004,2024-03-27 06:00:00,32.48,100,32.5,2,6,0,0
BIN004,2024-03-27 12:00:00,38.21,100,38.2,2,12,0,0
BIN004,2024-03-27 18:00:00,42.37,100,42.4,2,18,0,0
BIN004,2024-03-28 00:00:00,46.33,100,46.3,3,0,0,0
BIN004,2024-03-28 06:00:00,48.73,100,48.7,3,6,0,0
BIN004,2024-03-28 12:00:00,55.52,100,55.5,3,12,0,0
BIN004,2024-03-28 18:00:00,58.84,100,58.8,3,18,0,0
BIN004,2024-03-29 00:00:00,62.16,100,62.2,4,0,0,0
BIN004,2024-03-29 06:00:00,64.64,100,64.6,4,6,0,0
BIN004,2024-03-29 12:00:00,74.43,100,74.4,4,12,0,0
BIN004,2024-03-29 18:00:00,77.36,100,77.4,4,18,0,0
BIN004,2024-03-30 00:00:00,82.82,100,82.8,5,0,1,0
BIN004,2024-03-30 06:00:00,15.57,100,15.6,5,6,1,0
BIN004,2024-03-30 12:00:00,22.15,100,22.1,5,12,1,0
BIN004,2024-03-30 18:00:00,24.32,100,24.3,5,18,1,0
BIN005,2024-01-01 00:00:00,26.53,80,33.2,0,0,0,0
BIN005,2024-01-01 06:00:00,30.88,80,38.6,0,6,0,0
BIN005,2024-01-01 12:00:00,35.71,80,44.6,0,12,0,0
BIN005,2024-01-01 18:00:00,43.76,80,54.7,0,18,0,0
BIN005,2024-01-02 00:00:00,43.24,80,54.0,1,0,0,0
BIN005,2024-01-02 06:00:00,48.7,80,60.9,1,6,0,0
BIN005,2024-01-02 12:00:00,49.13,80,61.4,1,12,0,0
BIN005,2024-01-02 18:00:00,59.44,80,74.3,1,18,0,0
BIN005,2024-01-03 00:00:00,64.25,80,80.3,2,0,0,0
BIN005,2024-01-03 06:00:00,68.79,80,86.0,2,6,0,0
BIN005,2024-01-03 12:00:00,21.49,80,26.9,2,12,0,0
BIN005,2024-01-03 18:00:00,21.2,80,26.5,2,18,0,0
BIN005,2024-01-04 00:00:00,27.02,80,33.8,3,0,0,0
BIN005,2024-01-04 06:00:00,32.24,80,40.3,3,6,0,0
BIN005,2024-01-04 12:00:00,38.18,80,47.7,3,12,0,0
BIN005,2024-01-04 18:00:00,41.85,80,52.3,3,18,0,0
BIN005,2024-01-05 00:00:00,46.16,80,57.7,4,0,0,0
BIN005,2024-01-05 06:00:00,51.05,80,63.8,4,6,0,0
BIN005,2024-01-05 12:00:00,56.3,80,70.4,4,12,0,0
BIN005,2024-01-05 18:00:00,63.42,80,79.3,4,18,0,0
BIN005,2024-01-06 00:00:00,64.81,80,81.0,5,0,1,0
BIN005,2024-01-06 06:00:00,18.12,80,22.6,5,6,1,0
BIN005,2024-01-06 12:00:00,28.87,80,36.1,5,12,1,0
BIN005,2024-01-06 18:00:00,38.35,80,47.9,5,18,1,0
BIN005,2024-01-07 00:00:00,44.91,80,56.1,6,0,1,0
BIN005,2024-01-07 06:00:00,46.14,80,57.7,6,6,1,0
BIN005,2024-01-07 12:00:00,53.24,80,66.5,6,12,1,0
BIN005,2024-01-07 18:00:00,61.34,80,76.7,6,18,1,0
BIN005,2024-01-08 00:00:00,62.26,80,77.8,0,0,0,0
BIN005,2024-01-08 06:00:00,21.09,80,26.4,0,6,0,0
BIN005,2024-01-08 12:00:00,28.26,80,35.3,0,12,0,0
BIN005,2024-01-08 18:00:00,33.89,80,42.4,0,18,0,0
BIN005,2024-01-09 00:00:00,37.71,80,47.1,1,0,0,0
BIN005,2024-01-09 06:00:00,38.73,80,48.4,1,6,0,0
BIN005,2024-01-09 12:00:00,47.32,80,59.2,1,12,0,0
BIN005,2024-01-09 18:00:00,50.13,80,62.7,1,18,0,0
BIN005,2024-01-10 00:00:00,53.61,80,67.0,2,0,0,0
BIN005,2024-01-10 06:00:00,58.53,80,73.2,2,6,0,0
BIN005,2024-01-10 12:00:00,66.26,80,82.8,2,12,0,0
BIN005,2024-01-10 18:00:00,13.84,80,17.3,2,18,0,0
BIN005,2024-01-11 00:00:00,21.29,80,26.6,3,0,0,0
BIN005,2024-01-11 06:00:00,27.3,80,34.1,3,6,0,0
BIN005,2024-01-11 12:00:00,31.33,80,39.2,3,12,0,0
BIN005,2024-01-11 18:00:00,41.72,80,52.2,3,18,0,0
BIN005,2024-01-12 00:00:00,37.26,80,46.6,4,0,0,0
BIN005,2024-01-12 06:00:00,46.24,80,57.8,4,6,0,0
BIN005,2024-01-12 12:00:00,48.88,80,61.1,4,12,0,0
BIN005,2024-01-12 18:00:00,55.81,80,69.8,4,18,0,0
BIN005,2024-01-13 00:00:00,55.7,80,69.6,5,0,1,0
BIN005,2024-01-13 06:00:00,62.44,80,78.1,5,6,1,0
BIN005,2024-01-13 12:00:00,73.22,80,91.5,5,12,1,0
BIN005,2024-01-13 18:00:00,16.82,80,21.0,5,18,1,0
BIN005,2024-01-14 00:00:00,23.77,80,29.7,6,0,1,0
BIN005,2024-01-14 06:00:00,25.71,80,32.1,6,6,1,0
BIN005,2024-01-14 12:00:00,36.78,80,46.0,6,12,1,0
BIN005,2024-01-14 18:00:00,46.82,80,58.5,6,18,1,0
BIN005,2024-01-15 00:00:00,48.68,80,60.8,0,0,0,0
BIN005,2024-01-15 06:00:00,55.06,80,68.8,0,6,0,0
BIN005,2024-01-15 12:00:00,62.42,80,78.0,0,12,0,0
BIN005,2024-01-15 18:00:00,64.35,80,80.4,0,18,0,0
BIN005,2024-01-16 00:00:00,7.43,80,9.3,1,0,0,0
BIN005,2024-01-16 06:00:00,12.08,80,15.1,1,6,0,0
BIN005,2024-01-16 12:00:00,13.61,80,17.0,1,12,0,0
BIN005,2024-01-16 18:00:00,21.7,80,27.1,1,18,0,0
BIN005,2024-01-17 00:00:00,24.18,80,30.2,2,0,0,0
BIN005,2024-01-17 06:00:00,27.08,80,33.9,2,6,0,0
BIN005,2024-01-17 12:00:00,34.51,80,43.1,2,12,0,0
BIN005,2024-01-17 18:00:00,33.45,80,41.8,2,18,0,0
BIN005,2024-01-18 00:00:00,37.43,80,46.8,3,0,0,0
BIN005,2024-01-18 06:00:00,41.87,80,52.3,3,6,0,0
BIN005,2024-01-18 12:00:00,46.14,80,57.7,3,12,0,0
BIN005,2024-01-18 18:00:00,53.89,80,67.4,3,18,0,0
BIN005,2024-01-19 00:00:00,59.69,80,74.6,4,0,0,0
BIN005,2024-01-19 06:00:00,61.76,80,77.2,4,6,0,0
BIN005,2024-01-19 12:00:00,64.82,80,81.0,4,12,0,0
BIN005,2024-01-19 18:00:00,13.85,80,17.3,4,18,0,0
BIN005,2024-01-20 00:00:00,19.04,80,23.8,5,0,1,0
BIN005,2024-01-20 06:00:00,19.74,80,24.7,5,6,1,0
BIN005,2024-01-20 12:00:00,29.86,80,37.3,5,12,1,0
BIN005,2024-01-20 18:00:00,33.47,80,41.8,5,18,1,0
BIN005,2024-01-21 00:00:00,40.74,80,50.9,6,0,1,0
BIN005,2024-01-21 06:00:00,44.81,80,56.0,6,6,1,0
BIN005,2024-01-21 12:00:00,51.39,80,64.2,6,12,1,0
BIN005,2024-01-21 18:00:00,57.41,80,71.8,6,18,1,0
BIN005,2024-01-22 00:00:00,60.03,80,75.0,0,0,0,0
BIN005,2024-01-22 06:00:00,66.59,80,83.2,0,6,0,0
BIN005,2024-01-22 12:00:00,17.8,80,22.2,0,12,0,0
BIN005,2024-01-22 18:00:00,23.76,80,29.7,0,18,0,0
BIN005,2024-01-23 00:00:00,25.26,80,31.6,1,0,0,0
BIN005,2024-01-23 06:00:00,29.3,80,36.6,1,6,0,0
BIN005,2024-01-23 12:00:00,37.3,80,46.6,1,12,0,0
BIN005,2024-01-23 18:00:00,40.21,80,50.3,1,18,0,0
BIN005,2024-01-24 00:00:00,44.2,80,55.3,2,0,0,0
BIN005,2024-01-24 06:00:00,51.25,80,64.1,2,6,0,0
BIN005,2024-01-24 12:00:00,53.81,80,67.3,2,12,0,0
BIN005,2024-01-24 18:00:00,60.89,80,76.1,2,18,0,0
BIN005,2024-01-25 00:00:00,61.66,80,77.1,3,0,0,0
BIN005,2024-01-25 06:00:00,64.69,80,80.9,3,6,0,0
BIN005,2024-01-25 12:00:00,16.0,80,20.0,3,12,0,0
BIN005,2024-01-25 18:00:00,22.19,80,27.7,3,18,0,0
BIN005,2024-01-26 00:00:00,25.97,80,32.5,4,0,0,0
BIN005,2024-01-26 06:00:00,30.93,80,38.7,4,6,0,0
BIN005,2024-01-26 12:00:00,38.01,80,47.5,4,12,0,0
BIN005,2024-01-26 18:00:00,45.16,80,56.5,4,18,0,0
BIN005,2024-01-27 00:00:00,48.79,80,61.0,5,0,1,0
BIN005,2024-01-27 06:00:00,51.62,80,64.5,5,6,1,0
BIN005,2024-01-27 12:00:00,58.44,80,73.0,5,12,1,0
BIN005,2024-01-27 18:00:00,67.28,80,84.1,5,18,1,0
BIN005,2024-01-28 00:00:00,10.43,80,13.0,6,0,1,0
BIN005,2024-01-28 06:00:00,16.24,80,20.3,6,6,1,0
BIN005,2024-01-28 12:00:00,25.99,80,32.5,6,12,1,0
BIN005,2024-01-28 18:00:00,34.66,80,43.3,6,18,1,0
BIN005,2024-01-29 00:00:00,42.02,80,52.5,0,0,0,0
BIN005,2024-01-29 06:00:00,41.94,80,52.4,0,6,0,0
BIN005,2024-01-29 12:00:00,50.69,80,63.4,0,12,0,0
BIN005,2024-01-29 18:00:00,52.88,80,66.1,0,18,0,0
BIN005,2024-01-30 00:00:00,61.82,80,77.3,1,0,0,0
BIN005,2024-01-30 06:00:00,62.19,80,77.7,1,6,0,0
BIN005,2024-01-30 12:00:00,64.81,80,81.0,1,12,0,0
BIN005,2024-01-30 18:00:00,13.79,80,17.2,1,18,0,0
BIN005,2024-01-31 00:00:00,21.86,80,27.3,2,0,0,0
BIN005,2024-01-31 06:00:00,29.19,80,36.5,2,6,0,0
BIN005,2024-01-31 12:00:00,23.17,80,29.0,2,12,0,0
BIN005,2024-01-31 18:00:00,35.31,80,44.1,2,18,0,0
BIN005,2024-02-01 00:00:00,35.3,80,44.1,3,0,0,0
BIN005,2024-02-01 06:00:00,37.68,80,47.1,3,6,0,0
BIN005,2024-02-01 12:00:00,40.54,80,50.7,3,12,0,0
BIN005,2024-02-01 18:00:00,47.21,80,59.0,3,18,0,0
BIN005,2024-02-02 00:00:00,49.22,80,61.5,4,0,0,0
BIN005,2024-02-02 06:00:00,53.35,80,66.7,4,6,0,0
BIN005,2024-02-02 12:00:00,59.24,80,74.0,4,12,0,0
BIN005,2024-02-02 18:00:00,66.69,80,83.4,4,18,0,0
BIN005,2024-02-03 00:00:00,14.61,80,18.3,5,0,1,0
BIN005,2024-02-03 06:00:00,18.28,80,22.8,5,6,1,0
BIN005,2024-02-03 12:00:00,24.53,80,30.7,5,12,1,0
BIN005,2024-02-03 18:00:00,27.02,80,33.8,5,18,1,0
BIN005,2024-02-04 00:00:00,31.96,80,40.0,6,0,1,0
BIN005,2024-02-04 06:00:00,35.48,80,44.3,6,6,1,0
BIN005,2024-02-04 12:00:00,41.52,80,51.9,6,12,1,0
BIN005,2024-02-04 18:00:00,53.41,80,66.8,6,18,1,0
BIN005,2024-02-05 00:00:00,57.97,80,72.5,0,0,0,0
BIN005,2024-02-05 06:00:00,61.39,80,76.7,0,6,0,0
BIN005,2024-02-05 12:00:00,66.45,80,83.1,0,12,0,0
BIN005,2024-02-05 18:00:00,19.94,80,24.9,0,18,0,0
BIN005,2024-02-06 00:00:00,20.72,80,25.9,1,0,0,0
BIN005,2024-02-06 06:00:00,25.05,80,31.3,1,6,0,0
BIN005,2024-02-06 12:00:00,31.15,80,38.9,1,12,0,0
BIN005,2024-02-06 18:00:00,35.85,80,44.8,1,18,0,0
BIN005,2024-02-07 00:00:00,40.25,80,50.3,2,0,0,0
BIN005,2024-02-07 06:00:00,41.25,80,51.6,2,6,0,0
BIN005,2024-02-07 12:00:00,45.34,80,56.7,2,12,0,0
BIN005,2024-02-07 18:00:00,46.26,80,57.8,2,18,0,0
BIN005,2024-02-08 00:00:00,53.98,80,67.5,3,0,0,0
BIN005,2024-02-08 06:00:00,52.35,80,65.4,3,6,0,0
BIN005,2024-02-08 12:00:00,64.09,80,80.1,3,12,0,0
BIN005,2024-02-08 18:00:00,69.46,80,86.8,3,18,0,0
BIN005,2024-02-09 00:00:00,17.25,80,21.6,4,0,0,0
BIN005,2024-02-09 06:00:00,19.67,80,24.6,4,6,0,0
BIN005,2024-02-09 12:00:00,22.41,80,28.0,4,12,0,0
BIN005,2024-02-09 18:00:00,24.15,80,30.2,4,18,0,0
BIN005,2024-02-10 00:00:00,30.12,80,37.6,5,0,1,0
BIN005,2024-02-10 06:00:00,37.61,80,47.0,5,6,1,0
BIN005,2024-02-10 12:00:00,41.58,80,52.0,5,12,1,0
BIN005,2024-02-10 18:00:00,46.85,80,58.6,5,18,1,0
BIN005,2024-02-11 00:00:00,52.77,80,66.0,6,0,1,0
BIN005,2024-02-11 06:00:00,59.09,80,73.9,6,6,1,0
BIN005,2024-02-11 12:00:00,64.92,80,81.2,6,12,1,0
BIN005,2024-02-11 18:00:00,67.14,80,83.9,6,18,1,0
BIN005,2024-02-12 00:00:00,10.48,80,13.1,0,0,0,0
BIN005,2024-02-12 06:00:00,12.64,80,15.8,0,6,0,0
BIN005,2024-02-12 12:00:00,20.21,80,25.3,0,12,0,0
BIN005,2024-02-12 18:00:00,26.03,80,32.5,0,18,0,0
BIN005,2024-02-13 00:00:00,31.1,80,38.9,1,0,0,0
BIN005,2024-02-13 06:00:00,34.03,80,42.5,1,6,0,0
BIN005,2024-02-13 12:00:00,38.04,80,47.6,1,12,0,0
BIN005,2024-02-13 18:00:00,43.54,80,54.4,1,18,0,0
BIN005,2024-02-14 00:00:00,49.53,80,61.9,2,0,0,0
BIN005,2024-02-14 06:00:00,50.28,80,62.9,2,6,0,0
BIN005,2024-02-14 12:00:00,54.44,80,68.1,2,12,0,0
BIN005,2024-02-14 18:00:00,59.21,80,74.0,2,18,0,0
BIN005,2024-02-15 00:00:00,63.87,80,79.8,3,0,0,0
BIN005,2024-02-15 06:00:00,68.41,80,85.5,3,6,0,0
BIN005,2024-02-15 12:00:00,18.99,80,23.7,3,12,0,0
BIN005,2024-02-15 18:00:00,23.83,80,29.8,3,18,0,0
BIN005,2024-02-16 00:00:00,25.55,80,31.9,4,0,0,0
BIN005,2024-02-16 06:00:00,28.74,80,35.9,4,6,0,0
BIN005,2024-02-16 12:00:00,31.13,80,38.9,4,12,0,0
BIN005,2024-02-16 18:00:00,39.41,80,49.3,4,18,0,0
BIN005,2024-02-17 00:00:00,43.54,80,54.4,5,0,1,0
BIN005,2024-02-17 06:00:00,48.63,80,60.8,5,6,1,0
BIN005,2024-02-17 12:00:00,55.91,80,69.9,5,12,1,0
BIN005,2024-02-17 18:00:00,58.57,80,73.2,5,18,1,0
BIN005,2024-02-18 00:00:00,62.93,80,78.7,6,0,1,0
BIN005,2024-02-18 06:00:00,66.86,80,83.6,6,6,1,0
BIN005,2024-02-18 12:00:00,20.46,80,25.6,6,12,1,0
BIN005,2024-02-18 18:00:00,26.22,80,32.8,6,18,1,0
BIN005,2024-02-19 00:00:00,27.65,80,34.6,0,0,0,0
BIN005,2024-02-19 06:00:00,35.6,80,44.5,0,6,0,0
BIN005,2024-02-19 12:00:00,39.94,80,49.9,0,12,0,0
BIN005,2024-02-19 18:00:00,45.28,80,56.6,0,18,0,0
BIN005,2024-02-20 00:00:00,43.0,80,53.8,1,0,0,0
BIN005,2024-02-20 06:00:00,48.39,80,60.5,1,6,0,0
BIN005,2024-02-20 12:00:00,55.94,80,69.9,1,12,0,0
BIN005,2024-02-20 18:00:00,62.36,80,77.9,1,18,0,0
BIN005,2024-02-21 00:00:00,62.52,80,78.1,2,0,0,0
BIN005,2024-02-21 06:00:00,68.1,80,85.1,2,6,0,0
BIN005,2024-02-21 12:00:00,20.57,80,25.7,2,12,0,0
BIN005,2024-02-21 18:00:00,24.99,80,31.2,2,18,0,0
BIN005,2024-02-22 00:00:00,30.15,80,37.7,3,0,0,0
BIN005,2024-02-22 06:00:00,34.64,80,43.3,3,6,0,0
BIN005,2024-02-22 12:00:00,38.19,80,47.7,3,12,0,0
BIN005,2024-02-22 18:00:00,42.56,80,53.2,3,18,0,0
BIN005,2024-02-23 00:00:00,48.38,80,60.5,4,0,0,0
BIN005,2024-02-23 06:00:00,50.85,80,63.6,4,6,0,0
BIN005,2024-02-23 12:00:00,53.37,80,66.7,4,12,0,0
BIN005,2024-02-23 18:00:00,59.78,80,74.7,4,18,0,0
BIN005,2024-02-24 00:00:00,61.32,80,76.7,5,0,1,0
BIN005,2024-02-24 06:00:00,69.86,80,87.3,5,6,1,0
BIN005,2024-02-24 12:00:00,18.53,80,23.2,5,12,1,0
BIN005,2024-02-24 18:00:00,25.02,80,31.3,5,18,1,0
BIN005,2024-02-25 00:00:00,29.08,80,36.3,6,0,1,0
BIN005,2024-02-25 06:00:00,35.65,80,44.6,6,6,1,0
BIN005,2024-02-25 12:00:00,41.49,80,51.9,6,12,1,0
BIN005,2024-02-25 18:00:00,50.99,80,63.7,6,18,1,0
BIN005,2024-02-26 00:00:00,53.41,80,66.8,0,0,0,0
BIN005,2024-02-26 06:00:00,55.67,80,69.6,0,6,0,0
BIN005,2024-02-26 12:00:00,64.1,80,80.1,0,12,0,0
BIN005,2024-02-26 18:00:00,66.98,80,83.7,0,18,0,0
BIN005,2024-02-27 00:00:00,15.43,80,19.3,1,0,0,0
BIN005,2024-02-27 06:00:00,17.68,80,22.1,1,6,0,0
BIN005,2024-02-27 12:00:00,25.08,80,31.3,1,12,0,0
BIN005,2024-02-27 18:00:00,25.38,80,31.7,1,18,0,0
BIN005,2024-02-28 00:00:00,32.45,80,40.6,2,0,0,0
BIN005,2024-02-28 06:00:00,32.53,80,40.7,2,6,0,0
BIN005,2024-02-28 12:00:00,42.15,80,52.7,2,12,0,0
BIN005,2024-02-28 18:00:00,43.09,80,53.9,2,18,0,0
BIN005,2024-02-29 00:00:00,49.87,80,62.3,3,0,0,0
BIN005,2024-02-29 06:00:00,53.9,80,67.4,3,6,0,0
BIN005,2024-02-29 12:00:00,61.72,80,77.1,3,12,0,0
BIN005,2024-02-29 18:00:00,62.8,80,78.5,3,18,0,0
BIN005,2024-03-01 00:00:00,10.52,80,13.1,4,0,0,0
BIN005,2024-03-01 06:00:00,14.52,80,18.1,4,6,0,0
BIN005,2024-03-01 12:00:00,20.67,80,25.8,4,12,0,0
BIN005,2024-03-01 18:00:00,23.26,80,29.1,4,18,0,0
BIN005,2024-03-02 00:00:00,29.1,80,36.4,5,0,1,0
BIN005,2024-03-02 06:00:00,33.46,80,41.8,5,6,1,0
BIN005,2024-03-02 12:00:00,37.06,80,46.3,5,12,1,0
BIN005,2024-03-02 18:00:00,44.69,80,55.9,5,18,1,0
BIN005,2024-03-03 00:00:00,47.14,80,58.9,6,0,1,0
BIN005,2024-03-03 06:00:00,54.73,80,68.4,6,6,1,0
BIN005,2024-03-03 12:00:00,60.51,80,75.6,6,12,1,0
BIN005,2024-03-03 18:00:00,67.37,80,84.2,6,18,1,0
BIN005,2024-03-04 00:00:00,12.27,80,15.3,0,0,0,0
BIN005,2024-03-04 06:00:00,20.22,80,25.3,0,6,0,0
BIN005,2024-03-04 12:00:00,23.67,80,29.6,0,12,0,0
BIN005,2024-03-04 18:00:00,30.24,80,37.8,0,18,0,0
BIN005,2024-03-05 00:00:00,33.09,80,41.4,1,0,0,0
BIN005,2024-03-05 06:00:00,36.09,80,45.1,1,6,0,0
BIN005,2024-03-05 12:00:00,41.5,80,51.9,1,12,0,0
BIN005,2024-03-05 18:00:00,46.59,80,58.2,1,18,0,0
BIN005,2024-03-06 00:00:00,46.82,80,58.5,2,0,0,0
BIN005,2024-03-06 06:00:00,54.37,80,68.0,2,6,0,0
BIN005,2024-03-06 12:00:00,59.56,80,74.5,2,12,0,0
BIN005,2024-03-06 18:00:00,60.03,80,75.0,2,18,0,0
BIN005,2024-03-07 00:00:00,62.27,80,77.8,3,0,0,0
